"KEY","WELL","ITER","CLASS","p_trend","AIC","BIC","LAG"
"199-H2-1__ITER2","199-H2-1","2","Trend_Summary","1.40801076353725e-08","EVENT","EVENT","0"
"199-H3-10__ITER1","199-H3-10","1","Trend_Summary","0.103672100624709","EVENT","EVENT","0"
"199-H3-11__ITER1","199-H3-11","1","Trend_Summary","0.0211386558636976","INTERP + EVENT","INTERP + EVENT","80"
"199-H3-12__ITER1","199-H3-12","1","Trend_Summary","5.24269516688491e-11","EVENT","EVENT","0"
"199-H3-13__ITER1","199-H3-13","1","Trend_Summary","0.000280499483115038","EVENT","EVENT","0"
"199-H3-15__ITER1","199-H3-15","1","Trend_Summary","0.0662009473709098","EVENT","EVENT","0"
"199-H3-21__ITER1","199-H3-21","1","Trend_Summary","5.10875506898323e-07","INTERP + EVENT","INTERP + EVENT","8"
"199-H3-22__ITER1","199-H3-22","1","Trend_Summary","0","EVENT","EVENT","0"
"199-H3-25__ITER1","199-H3-25","1","Trend_Summary",NA,NA,NA,NA
"199-H3-25__ITER2","199-H3-25","2","Trend_Summary","0.016653455913519","INTERP + EVENT","INTERP + EVENT","29"
"199-H3-26__ITER1","199-H3-26","1","Trend_Summary","0.00597073732855102","INTERP + EVENT","INTERP + EVENT","43"
"199-H3-28__ITER1","199-H3-28","1","Trend_Summary","1.33226762955019e-15","EVENT","EVENT","0"
"199-H3-29__ITER1","199-H3-29","1","Trend_Summary","0","EVENT","EVENT","0"
"199-H3-2A__ITER1","199-H3-2A","1","Trend_Summary","0.741517801788844","INTERP + EVENT","INTERP + EVENT","9"
"199-H3-2A__ITER2","199-H3-2A","2","Trend_Summary",NA,NA,NA,NA
"199-H3-2C__ITER1","199-H3-2C","1","Trend_Summary","0.447884672815899","EVENT","EVENT","0"
"199-H3-2C__ITER2","199-H3-2C","2","Trend_Summary","0","EVENT","EVENT","0"
"199-H3-3__ITER1","199-H3-3","1","Trend_Summary","0.000414605674775359","INTERP + EVENT","INTERP + EVENT","83"
"199-H3-3__ITER2","199-H3-3","2","Trend_Summary","2.5140690467218e-06","INTERP + EVENT","INTERP + EVENT","83"
"199-H3-30__ITER1","199-H3-30","1","Trend_Summary","0.753398479699694","EVENT","EVENT","0"
"199-H3-31__ITER1","199-H3-31","1","Trend_Summary","0.809098966450576","EVENT","EVENT","0"
"199-H3-32__ITER1","199-H3-32","1","Trend_Summary",NA,NA,NA,NA
"199-H3-32__ITER2","199-H3-32","2","Trend_Summary","0.974354123127728","EVENT","EVENT","0"
"199-H3-33__ITER1","199-H3-33","1","Trend_Summary","0","EVENT","EVENT","0"
"199-H3-34__ITER1","199-H3-34","1","Trend_Summary","0.230023726165689","EVENT","EVENT","0"
"199-H3-35__ITER1","199-H3-35","1","Trend_Summary","0.0324183719625205","EVENT","EVENT","0"
"199-H3-36__ITER1","199-H3-36","1","Trend_Summary","0.00230774931955691","EVENT","EVENT","0"
"199-H3-37__ITER1","199-H3-37","1","Trend_Summary","2.20750304888995e-05","EVENT","EVENT","0"
"199-H3-38__ITER1","199-H3-38","1","Trend_Summary","0.00636565519857146","EVENT","EVENT","0"
"199-H3-39__ITER1","199-H3-39","1","Trend_Summary","0.443725825034332","EVENT","EVENT","0"
"199-H3-5__ITER1","199-H3-5","1","Trend_Summary","0.0155425856137247","INTERP + EVENT","INTERP + EVENT","88"
"199-H3-5__ITER2","199-H3-5","2","Trend_Summary","0.00776121183523282","INTERP + EVENT","INTERP + EVENT","88"
"199-H3-5__ITER3","199-H3-5","3","Trend_Summary",NA,NA,NA,NA
"199-H3-5__ITER4","199-H3-5","4","Trend_Summary","0.313173845215531","INTERP + EVENT","INTERP + EVENT","88"
"199-H3-6__ITER1","199-H3-6","1","Trend_Summary","2.16795484031529e-06","INTERP + EVENT","INTERP + EVENT","3"
"199-H3-6__ITER2","199-H3-6","2","Trend_Summary","1.83777391687956e-05","INTERP + EVENT","INTERP + EVENT","3"
"199-H3-9__ITER1","199-H3-9","1","Trend_Summary","0","EVENT","EVENT","0"
"199-H3-9__ITER2","199-H3-9","2","Trend_Summary","0.829470809941854","EVENT","EVENT","0"
"199-H4-10__ITER1","199-H4-10","1","Trend_Summary","0.00524886323764939","INTERP + EVENT","INTERP + EVENT","1"
"199-H4-10__ITER2","199-H4-10","2","Trend_Summary",NA,NA,NA,NA
"199-H4-11__ITER1","199-H4-11","1","Trend_Summary","0.429832485361637","INTERP + EVENT","INTERP + EVENT","0"
"199-H4-11__ITER2","199-H4-11","2","Trend_Summary","0.00859831223279284","INTERP + EVENT","INTERP + EVENT","0"
"199-H4-12A__ITER1","199-H4-12A","1","Trend_Summary","0.000563146855272367","INTERP + EVENT","INTERP + EVENT","0"
"199-H4-12A__ITER2","199-H4-12A","2","Trend_Summary","8.34899750848939e-05","INTERP + EVENT","INTERP + EVENT","0"
"199-H4-12B__ITER1","199-H4-12B","1","Trend_Summary","0.0970660751419349","INTERP + EVENT","INTERP + EVENT","0"
"199-H4-12B__ITER2","199-H4-12B","2","Trend_Summary",NA,NA,NA,"0"
"199-H4-12C__ITER1","199-H4-12C","1","Trend_Summary","1.14613307733435e-09","EVENT","EVENT","0"
"199-H4-12C__ITER2","199-H4-12C","2","Trend_Summary","0","EVENT","EVENT","0"
"199-H4-13__ITER1","199-H4-13","1","Trend_Summary","0.00192374633326275","INTERP + EVENT","INTERP + EVENT","0"
"199-H4-15A__ITER1","199-H4-15A","1","Trend_Summary","0.0168847173864132","INTERP + EVENT","INTERP + EVENT","0"
"199-H4-15A__ITER2","199-H4-15A","2","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","0"
"199-H4-15CP__ITER1","199-H4-15CP","1","Trend_Summary",NA,NA,NA,NA
"199-H4-15CP__ITER2","199-H4-15CP","2","Trend_Summary",NA,NA,NA,NA
"199-H4-15CR__ITER1","199-H4-15CR","1","Trend_Summary","0.136564950603982","EVENT","EVENT","0"
"199-H4-15CR__ITER2","199-H4-15CR","2","Trend_Summary","0.681739774853575","EVENT","EVENT","0"
"199-H4-15CS__ITER1","199-H4-15CS","1","Trend_Summary","1.19337050862312e-05","EVENT","EVENT","0"
"199-H4-15CS__ITER2","199-H4-15CS","2","Trend_Summary",NA,NA,NA,NA
"199-H4-15CS__ITER3","199-H4-15CS","3","Trend_Summary","0.000187380230933787","EVENT","EVENT","0"
"199-H4-16__ITER1","199-H4-16","1","Trend_Summary","0.0996461172774432","INTERP + EVENT","INTERP + EVENT","20"
"199-H4-16__ITER2","199-H4-16","2","Trend_Summary",NA,NA,NA,NA
"199-H4-17__ITER1","199-H4-17","1","Trend_Summary",NA,NA,NA,NA
"199-H4-18__ITER1","199-H4-18","1","Trend_Summary",NA,NA,NA,NA
"199-H4-18__ITER2","199-H4-18","2","Trend_Summary",NA,NA,NA,NA
"199-H4-4__ITER1","199-H4-4","1","Trend_Summary","0.0202822313035688","INTERP + EVENT","INTERP + EVENT","0"
"199-H4-4__ITER2","199-H4-4","2","Trend_Summary","7.06810532324909e-09","INTERP + EVENT","INTERP + EVENT","0"
"199-H4-45__ITER1","199-H4-45","1","Trend_Summary","0.0167446047804005","INTERP + EVENT","INTERP + EVENT","24"
"199-H4-45__ITER2","199-H4-45","2","Trend_Summary","1.03336792771636e-05","INTERP + EVENT","INTERP + EVENT","24"
"199-H4-46__ITER1","199-H4-46","1","Trend_Summary","0.000694689110294244","INTERP + EVENT","INTERP + EVENT","37"
"199-H4-46__ITER2","199-H4-46","2","Trend_Summary",NA,NA,NA,NA
"199-H4-49__ITER1","199-H4-49","1","Trend_Summary",NA,NA,NA,NA
"199-H4-49__ITER2","199-H4-49","2","Trend_Summary","0.000166196149756215","INTERP + EVENT","INTERP + EVENT","44"
"199-H4-5__ITER1","199-H4-5","1","Trend_Summary","0.000205873597527106","INTERP + EVENT","INTERP + EVENT","2"
"199-H4-5__ITER2","199-H4-5","2","Trend_Summary","0.000191511176982906","INTERP + EVENT","INTERP + EVENT","2"
"199-H4-63__ITER1","199-H4-63","1","Trend_Summary","0.000105276389618103","INTERP + EVENT","INTERP + EVENT","0"
"199-H4-63__ITER2","199-H4-63","2","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","0"
"199-H4-64__ITER1","199-H4-64","1","Trend_Summary","0.0186181850543286","INTERP + EVENT","INTERP + EVENT","0"
"199-H4-64__ITER2","199-H4-64","2","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","0"
"199-H4-65__ITER1","199-H4-65","1","Trend_Summary","0.956744055829407","INTERP + EVENT","INTERP + EVENT","9"
"199-H4-65__ITER2","199-H4-65","2","Trend_Summary","0.381484587444787","INTERP + EVENT","INTERP + EVENT","9"
"199-H4-69__ITER1","199-H4-69","1","Trend_Summary","7.20580262125736e-11","INTERP + EVENT","INTERP + EVENT","15"
"199-H4-69__ITER2","199-H4-69","2","Trend_Summary","0.118583509336384","INTERP + EVENT","INTERP + EVENT","15"
"199-H4-70__ITER1","199-H4-70","1","Trend_Summary","0.320605556454321","INTERP + EVENT","INTERP + EVENT","83"
"199-H4-70__ITER2","199-H4-70","2","Trend_Summary","0.0514773681290329","INTERP + EVENT","INTERP + EVENT","5"
"199-H4-71__ITER1","199-H4-71","1","Trend_Summary",NA,NA,NA,NA
"199-H4-72__ITER1","199-H4-72","1","Trend_Summary",NA,NA,NA,NA
"199-H4-73__ITER1","199-H4-73","1","Trend_Summary",NA,NA,NA,NA
"199-H4-74__ITER1","199-H4-74","1","Trend_Summary","2.10711448289658e-11","INTERP + EVENT","INTERP + EVENT","85"
"199-H4-75__ITER1","199-H4-75","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","23"
"199-H4-76__ITER1","199-H4-76","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","90"
"199-H4-8__ITER1","199-H4-8","1","Trend_Summary","0.252882453996161","INTERP + EVENT","INTERP + EVENT","10"
"199-H4-8__ITER2","199-H4-8","2","Trend_Summary","0.859200401827737","INTERP + EVENT","INTERP + EVENT","10"
"199-H4-81__ITER1","199-H4-81","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","79"
"199-H4-83__ITER1","199-H4-83","1","Trend_Summary","0.614180043430414","INTERP + EVENT","INTERP + EVENT","2"
"199-H4-83__ITER2","199-H4-83","2","Trend_Summary",NA,NA,NA,NA
"199-H4-83__ITER3","199-H4-83","3","Trend_Summary","0.0374273624741005","INTERP + EVENT","INTERP + EVENT","2"
"199-H4-84__ITER1","199-H4-84","1","Trend_Summary","0.0156573561071368","INTERP + EVENT","INTERP + EVENT","11"
"199-H4-84__ITER2","199-H4-84","2","Trend_Summary","8.74901944558637e-07","INTERP + EVENT","INTERP + EVENT","11"
"199-H4-85__ITER1","199-H4-85","1","Trend_Summary","0.000627046528673625","INTERP + EVENT","INTERP + EVENT","3"
"199-H4-85__ITER2","199-H4-85","2","Trend_Summary","0.168254884910131","INTERP + EVENT","INTERP + EVENT","3"
"199-H4-86__ITER1","199-H4-86","1","Trend_Summary","4.26496502670126e-07","INTERP + EVENT","INTERP + EVENT","54"
"199-H4-87__ITER1","199-H4-87","1","Trend_Summary","0.092473037191067","INTERP + EVENT","INTERP + EVENT","55"
"199-H4-88__ITER1","199-H4-88","1","Trend_Summary","1.08097852070665e-05","INTERP + EVENT","INTERP + EVENT","11"
"199-H4-89__ITER1","199-H4-89","1","Trend_Summary","0.396351419167918","INTERP + EVENT","INTERP + EVENT","9"
"199-H4-90__ITER1","199-H4-90","1","Trend_Summary","0.00122568019443114","EVENT","EVENT","0"
"199-H4-91__ITER1","199-H4-91","1","Trend_Summary","1.13349919595995e-05","EVENT","EVENT","0"
"199-H4-92__ITER1","199-H4-92","1","Trend_Summary","4.43715958531321e-07","INTERP + EVENT","INTERP + EVENT","80"
"199-H4-93__ITER1","199-H4-93","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","86"
"199-H4-93__ITER2","199-H4-93","2","Trend_Summary","0.0179007981154612","INTERP + EVENT","INTERP + EVENT","17"
"199-H4-94__ITER1","199-H4-94","1","Trend_Summary",NA,NA,NA,NA
"199-H4-95__ITER1","199-H4-95","1","Trend_Summary",NA,NA,NA,NA
"199-H5-16__ITER1","199-H5-16","1","Trend_Summary","7.5091456131271e-05","INTERP + EVENT","INTERP + EVENT","31"
"199-H5-1A__ITER1","199-H5-1A","1","Trend_Summary","1.13362796825278e-05","INTERP + EVENT","INTERP + EVENT","62"
"199-H5-1A__ITER2","199-H5-1A","2","Trend_Summary","0.00605774138831705","INTERP + EVENT","INTERP + EVENT","62"
"199-H6-3__ITER1","199-H6-3","1","Trend_Summary","0.0210648118726399","INTERP + EVENT","INTERP + EVENT","34"
"199-H6-9__ITER1","199-H6-9","1","Trend_Summary","0.558081300280916","EVENT","EVENT","0"
"199-H7-1__ITER1","199-H7-1","1","Trend_Summary","0.00111822291142027","EVENT","EVENT","0"
"199-K-107A__ITER1","199-K-107A","1","Trend_Summary",NA,NA,NA,NA
"199-K-107A__ITER2","199-K-107A","2","Trend_Summary","0.000341898604838797","INTERP + EVENT","INTERP + EVENT","11"
"199-K-107A__ITER3","199-K-107A","3","Trend_Summary","0.00102116810807618","INTERP + EVENT","INTERP + EVENT","11"
"199-K-107A__ITER4","199-K-107A","4","Trend_Summary","0.163309025885504","INTERP + EVENT","INTERP + EVENT","11"
"199-K-108A__ITER1","199-K-108A","1","Trend_Summary","0.317737966641407","INTERP + EVENT","INTERP + EVENT","20"
"199-K-108A__ITER2","199-K-108A","2","Trend_Summary",NA,NA,NA,NA
"199-K-108A__ITER3","199-K-108A","3","Trend_Summary","0.0399025072832226","INTERP + EVENT","INTERP + EVENT","20"
"199-K-108A__ITER4","199-K-108A","4","Trend_Summary",NA,NA,NA,NA
"199-K-108A__ITER5","199-K-108A","5","Trend_Summary","0.000139268557688532","INTERP + EVENT","INTERP + EVENT","20"
"199-K-11__ITER1","199-K-11","1","Trend_Summary",NA,NA,NA,NA
"199-K-11__ITER2","199-K-11","2","Trend_Summary","0.00734588460692887","INTERP + EVENT","INTERP + EVENT","12"
"199-K-11__ITER3","199-K-11","3","Trend_Summary",NA,NA,NA,NA
"199-K-11__ITER4","199-K-11","4","Trend_Summary","0.0072199416469706","INTERP + EVENT","INTERP + EVENT","12"
"199-K-111A__ITER1","199-K-111A","1","Trend_Summary","1.5101775385773e-10","INTERP + EVENT","INTERP + EVENT","42"
"199-K-111A__ITER2","199-K-111A","2","Trend_Summary","0.0359800387759509","INTERP + EVENT","INTERP + EVENT","42"
"199-K-111A__ITER3","199-K-111A","3","Trend_Summary","3.91893073548033e-10","INTERP + EVENT","INTERP + EVENT","42"
"199-K-113A__ITER1","199-K-113A","1","Trend_Summary","5.1296540098944e-06","INTERP + EVENT","INTERP + EVENT","1"
"199-K-113A__ITER2","199-K-113A","2","Trend_Summary","5.60782087433154e-09","INTERP + EVENT","INTERP + EVENT","1"
"199-K-114A__ITER1","199-K-114A","1","Trend_Summary","3.7603156921584e-06","INTERP + EVENT","INTERP + EVENT","0"
"199-K-114A__ITER2","199-K-114A","2","Trend_Summary","6.72338370277803e-06","INTERP + EVENT","INTERP + EVENT","0"
"199-K-115A__ITER1","199-K-115A","1","Trend_Summary","0.00432653890733004","INTERP + EVENT","INTERP + EVENT","16"
"199-K-115A__ITER2","199-K-115A","2","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","16"
"199-K-116A__ITER1","199-K-116A","1","Trend_Summary","0.00018213860546723","INTERP + EVENT","INTERP + EVENT","2"
"199-K-116A__ITER2","199-K-116A","2","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","2"
"199-K-117A__ITER1","199-K-117A","1","Trend_Summary",NA,NA,NA,NA
"199-K-117A__ITER2","199-K-117A","2","Trend_Summary","0.00264276403647512","INTERP + EVENT","INTERP + EVENT","1"
"199-K-118A__ITER1","199-K-118A","1","Trend_Summary",NA,NA,NA,NA
"199-K-119A__ITER1","199-K-119A","1","Trend_Summary","0.492140460916595","INTERP + EVENT","INTERP + EVENT","21"
"199-K-119A__ITER2","199-K-119A","2","Trend_Summary",NA,NA,NA,NA
"199-K-120A__ITER1","199-K-120A","1","Trend_Summary","0.0013844461753606","INTERP + EVENT","INTERP + EVENT","15"
"199-K-120A__ITER2","199-K-120A","2","Trend_Summary","3.21964677141295e-14","INTERP + EVENT","INTERP + EVENT","15"
"199-K-125A__ITER1","199-K-125A","1","Trend_Summary","0.55469202663895","INTERP + EVENT","INTERP + EVENT","23"
"199-K-125A__ITER2","199-K-125A","2","Trend_Summary","0.0540957513531939","INTERP + EVENT","INTERP + EVENT","23"
"199-K-126__ITER1","199-K-126","1","Trend_Summary",NA,NA,NA,NA
"199-K-126__ITER2","199-K-126","2","Trend_Summary","1.79449159665168e-06","INTERP + EVENT","INTERP + EVENT","36"
"199-K-127__ITER1","199-K-127","1","Trend_Summary","0.732824746053743","INTERP + EVENT","INTERP + EVENT","24"
"199-K-127__ITER2","199-K-127","2","Trend_Summary","9.73781766444581e-07","INTERP + EVENT","INTERP + EVENT","24"
"199-K-129__ITER1","199-K-129","1","Trend_Summary","0.000119019798884179","INTERP + EVENT","INTERP + EVENT","35"
"199-K-129__ITER2","199-K-129","2","Trend_Summary","1.46123763911099e-06","INTERP + EVENT","INTERP + EVENT","20"
"199-K-130__ITER1","199-K-130","1","Trend_Summary","0.000336872272436395","INTERP + EVENT","INTERP + EVENT","43"
"199-K-130__ITER2","199-K-130","2","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","43"
"199-K-131__ITER1","199-K-131","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","14"
"199-K-131__ITER2","199-K-131","2","Trend_Summary","0.561508487357227","INTERP + EVENT","INTERP + EVENT","14"
"199-K-132__ITER1","199-K-132","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","1"
"199-K-132__ITER2","199-K-132","2","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","1"
"199-K-132__ITER3","199-K-132","3","Trend_Summary","0.00307460127826664","INTERP + EVENT","INTERP + EVENT","1"
"199-K-132__ITER4","199-K-132","4","Trend_Summary","0.000376553980600547","INTERP + EVENT","INTERP + EVENT","1"
"199-K-137__ITER1","199-K-137","1","Trend_Summary","3.34623440068071e-11","INTERP + EVENT","INTERP + EVENT","15"
"199-K-137__ITER2","199-K-137","2","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","15"
"199-K-137__ITER3","199-K-137","3","Trend_Summary","1.70385889008973e-06","INTERP + EVENT","INTERP + EVENT","15"
"199-K-137__ITER4","199-K-137","4","Trend_Summary","0.104751437342287","INTERP + EVENT","INTERP + EVENT","15"
"199-K-138__ITER1","199-K-138","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","0"
"199-K-138__ITER2","199-K-138","2","Trend_Summary",NA,NA,NA,"0"
"199-K-138__ITER3","199-K-138","3","Trend_Summary","0.69891688467687","INTERP + EVENT","INTERP + EVENT","0"
"199-K-139__ITER1","199-K-139","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","10"
"199-K-139__ITER2","199-K-139","2","Trend_Summary",NA,NA,NA,NA
"199-K-139__ITER3","199-K-139","3","Trend_Summary","0.158617255479887","INTERP + EVENT","INTERP + EVENT","10"
"199-K-140__ITER1","199-K-140","1","Trend_Summary","9.794493728843e-06","INTERP + EVENT","INTERP + EVENT","10"
"199-K-140__ITER2","199-K-140","2","Trend_Summary",NA,NA,NA,NA
"199-K-140__ITER3","199-K-140","3","Trend_Summary","0.154947882128398","INTERP + EVENT","INTERP + EVENT","10"
"199-K-141__ITER1","199-K-141","1","Trend_Summary",NA,NA,NA,NA
"199-K-141__ITER2","199-K-141","2","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","10"
"199-K-142__ITER1","199-K-142","1","Trend_Summary",NA,NA,NA,NA
"199-K-142__ITER2","199-K-142","2","Trend_Summary","0.00181697500225864","INTERP + EVENT","INTERP + EVENT","21"
"199-K-144__ITER1","199-K-144","1","Trend_Summary",NA,NA,NA,NA
"199-K-144__ITER2","199-K-144","2","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","13"
"199-K-145__ITER1","199-K-145","1","Trend_Summary","2.22044604925031e-16","INTERP + EVENT","INTERP + EVENT","8"
"199-K-145__ITER2","199-K-145","2","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","0"
"199-K-146__ITER1","199-K-146","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","9"
"199-K-146__ITER2","199-K-146","2","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","22"
"199-K-147__ITER1","199-K-147","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","61"
"199-K-148__ITER1","199-K-148","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","38"
"199-K-148__ITER2","199-K-148","2","Trend_Summary","0.00012140857600329","INTERP + EVENT","INTERP + EVENT","64"
"199-K-152__ITER1","199-K-152","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","54"
"199-K-152__ITER2","199-K-152","2","Trend_Summary","0.652667693568556","INTERP + EVENT","INTERP + EVENT","54"
"199-K-153__ITER1","199-K-153","1","Trend_Summary","0","EVENT","EVENT","0"
"199-K-153__ITER2","199-K-153","2","Trend_Summary","0.0117010302473262","EVENT","EVENT","0"
"199-K-154__ITER1","199-K-154","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","25"
"199-K-154__ITER2","199-K-154","2","Trend_Summary","0.00101569677383373","INTERP + EVENT","INTERP + EVENT","22"
"199-K-157__ITER1","199-K-157","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","31"
"199-K-157__ITER2","199-K-157","2","Trend_Summary","0.539835313554986","INTERP + EVENT","INTERP + EVENT","31"
"199-K-159__ITER1","199-K-159","1","Trend_Summary","0.00213615945149748","INTERP + EVENT","INTERP + EVENT","10"
"199-K-160__ITER1","199-K-160","1","Trend_Summary","0.000182030096114172","INTERP + EVENT","INTERP + EVENT","9"
"199-K-161__ITER1","199-K-161","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","20"
"199-K-161__ITER2","199-K-161","2","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","19"
"199-K-162__ITER1","199-K-162","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","18"
"199-K-163__ITER1","199-K-163","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","48"
"199-K-163__ITER2","199-K-163","2","Trend_Summary","3.66005766316846e-06","INTERP + EVENT","INTERP + EVENT","48"
"199-K-165__ITER1","199-K-165","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","8"
"199-K-165__ITER2","199-K-165","2","Trend_Summary","1.04838360215354e-12","INTERP + EVENT","INTERP + EVENT","8"
"199-K-165__ITER3","199-K-165","3","Trend_Summary","0.00623398829078148","INTERP + EVENT","INTERP + EVENT","8"
"199-K-166__ITER1","199-K-166","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","10"
"199-K-166__ITER2","199-K-166","2","Trend_Summary",NA,NA,NA,NA
"199-K-166__ITER3","199-K-166","3","Trend_Summary","1.51878509768721e-13","INTERP + EVENT","INTERP + EVENT","10"
"199-K-168__ITER1","199-K-168","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","5"
"199-K-168__ITER2","199-K-168","2","Trend_Summary",NA,NA,NA,NA
"199-K-168__ITER3","199-K-168","3","Trend_Summary","0.000724445738962687","INTERP + EVENT","INTERP + EVENT","5"
"199-K-171__ITER1","199-K-171","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","48"
"199-K-171__ITER2","199-K-171","2","Trend_Summary","0.912372128524451","INTERP + EVENT","INTERP + EVENT","87"
"199-K-174__ITER1","199-K-174","1","Trend_Summary",NA,NA,NA,NA
"199-K-174__ITER2","199-K-174","2","Trend_Summary",NA,NA,NA,NA
"199-K-174__ITER3","199-K-174","3","Trend_Summary",NA,NA,NA,NA
"199-K-174__ITER4","199-K-174","4","Trend_Summary","0.025803865098856","INTERP + EVENT","INTERP + EVENT","28"
"199-K-175__ITER1","199-K-175","1","Trend_Summary",NA,NA,NA,NA
"199-K-175__ITER2","199-K-175","2","Trend_Summary",NA,NA,NA,NA
"199-K-175__ITER3","199-K-175","3","Trend_Summary",NA,NA,NA,NA
"199-K-175__ITER4","199-K-175","4","Trend_Summary","0.0105130311428266","INTERP + EVENT","INTERP + EVENT","34"
"199-K-178__ITER1","199-K-178","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","4"
"199-K-178__ITER2","199-K-178","2","Trend_Summary","0.196707775337274","INTERP + EVENT","INTERP + EVENT","1"
"199-K-18__ITER1","199-K-18","1","Trend_Summary","0.150062148838976","INTERP + EVENT","INTERP + EVENT","16"
"199-K-18__ITER2","199-K-18","2","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","16"
"199-K-181__ITER1","199-K-181","1","Trend_Summary","5.32762722826874e-12","INTERP + EVENT","INTERP + EVENT","1"
"199-K-182__ITER1","199-K-182","1","Trend_Summary","0","INTERP + EVENT","INTERP + EVENT","50"
"199-K-183__ITER1","199-K-183","1","Trend_Summary","0.0552261164210446","INTERP + EVENT","INTERP + EVENT","7"
"199-K-183__ITER2","199-K-183","2","Trend_Summary",NA,NA,NA,NA
"199-K-183__ITER3","199-K-183","3","Trend_Summary","0.613787911806979","INTERP + EVENT","INTERP + EVENT","7"
"199-K-184__ITER1","199-K-184","1","Trend_Summary","1.21322945321189e-05","EVENT","EVENT","0"
"199-K-184__ITER2","199-K-184","2","Trend_Summary",NA,NA,NA,NA
"199-K-184__ITER3","199-K-184","3","Trend_Summary","0.591903518969922","EVENT","EVENT","0"
"199-K-185__ITER1","199-K-185","1","Trend_Summary","0.0772844526852843","INTERP + EVENT","INTERP + EVENT","1"
"199-K-185__ITER2","199-K-185","2","Trend_Summary","0.699140274222308","INTERP + EVENT","INTERP + EVENT","1"
"199-K-185__ITER3","199-K-185","3","Trend_Summary","0.178040023072959","INTERP + EVENT","INTERP + EVENT","1"
